 ,Month,Week,Week Counter,Total Boardings,Start of Week,Revenue Hours,Restaurant Bookings,Gas Price (C/L),University School Season,Vic Employment,BC Employment,WFH,Population Growth Rate,BC Vaccination Rate,Hospitalizations,Critical Cases,Average Temperature,Average Precip,Season 1,Season 2,Season 3,,Route 1,Route 2,Route 3,Route 4,Route 5,Route 6,Route 7,Route 8,Route 9,Route 10,Route 11,Route 12,Route 13,Route 14,Route 15,Route 16,Route 17,Route 18,Route 19,Route 20,Route 21,Route 22,Route 23,Route 24,Route 25,Route 26,Route 27,Route 28,Route 29,Route 30,Route 31,Route 32,Route 33,Route 34,Route 35,Route 36,Route 37,Route 38,Route 39,Route 40,Route 41,Route 42,Route 43,Route 44,Route 45,Route 46,Route 47,Route 48,Route 49,Route 50,Route 51,Route 52,Route 53,Route 54,Route 55,Route 56,Route 57,Route 58,Route 59,Route 60,Route 61,Route 62,Route 63,Route 64,Route 65,Route 66,Route 67,Route 68,Route 69,Route 70,Route 71,Route 72,Route 73,Route 74,Route 75,Route 76,Route 77,Route 78,Route 79,Route 80,Route 81,Route 82,Route 83,Route 84,Route 85,Route 86,Route 87,Route 88,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29,H30,H31,H32,H33,H34,H35,H36,H37,H38,H39,H40,H41,H42,H43,H44,H45,H46,H47,H48,H49,H50,H51,H52,H53,H54,H55,H56,H57,H58,H59,H60,H61,H62,H63,H64,H65,H66,H67,H68,H69,H70,H71,H72,H73,H74,H75,H76,H77,H78,H79,H80,H81,H82,H83,H84,H85,H86,H87,H88,Total Calculated Revenue Hours
2020,5,19,71,178842,5/4/2020,12289.2,-1,103,3,10.2,2270,4.9,0.0192,0,77,20,14.21428571,0,0,0,1,,60,10099,2990,7143,,14134,2924,1849,736,1451,13670,440,45,12508,12754,,0,,,,3742,3537,,1649,1844,12869,7952,7472,,4858,4909,382,,,59,,,,1921,,,,0,,,464,70,175,,19710,248,2468,190,408,193,442,548,371,219,227,4027,,30,113,160,,,,,2261,310,8618,,,3839,,,,,,841,37,313,,182,,45,336,13.69361111,484.7380556,226.3180556,397.0944444,,527.0386111,267.9069444,180.1902778,88.06527778,162.0261111,696.2302778,55.65805556,3.7,764.63,580.4419444,,0,,,,243.9141667,290.5938889,,139.2011111,151.0433333,546.8313889,388.3994444,385.7975,,258.2472222,242.3508333,51.415,,,24.5975,,,,268.6322222,,,,2.341666667,,,45.66361111,17.31805556,27.64166667,,708.7088889,36.61694444,287.8194444,69.7638709,65.8417154,37.0975,59.68,40.46694444,40.965,38.00740741,37.68936567,268.0258333,,11.025,46.73194444,23.50277778,,,,,191.005,34.09972222,549.5652778,,,358.3302778,,,,,,102.8736111,14.16416667,67.23,,32.82166667,,21.17388889,61.97333333,10736.89986
2020,5,20,72,183507,5/11/2020,12289.2,-1,115,3,10.2,2270,4.9,0.0192,0,66,18,13.1,2.271428571,0,0,1,,75,10595,3017,7736,,13958,3058,2163,805,1547,14270,383,169,13128,12848,,0,,,,3865,3781,,1581,1899,12581,8144,7754,,4828,5618,475,,,214,,,,1813,,,,15,,,486,115,135,,19496,185,2986,271,391,197,381,588,385,232,227,4348,,36,80,139,,,,,2457,305,8517,,,3805,,,,,,624,52,246,,154,,50,299,17.17222222,494.3905556,228.8044444,408.6855556,,524.9558333,271.3947222,185.1769444,85.75916667,161.9405556,686.3730556,50.64027778,6.163333333,765.2105556,586.82,,0,,,,253.8455556,290.1130556,,145.8083333,157.1144444,547.0969444,378.8863889,379.8891667,,254.3736111,238.5319444,55.6225,,,22.12666667,,,,271.4741667,,,,3.2125,,,49.2775,19.58333333,18.39166667,,702.5108333,38.82416667,336.4215873,70.62810751,67.51469786,36.44722222,61.05,43.27611111,43.11444444,36.95611111,37.79726368,263.8744444,,9.392222222,47.25527778,27.12416667,,,,,179.6511111,30.59194444,549.9519444,,,358.5775,,,,,,95.76104005,13.95638889,81.73944444,,30.48194444,,20.92916667,58.75166667,10801.41381
2020,5,21,73,175674,5/18/2020,12289.2,-0.94,118,3,10.2,2270,4.9,0.0192,0,47,12,12.75714286,1.657142857,0,0,1,,35,11149,2966,8526,,15178,3292,2415,706,1509,15315,318,24,14207,12996,,0,,,,4031,4359,,1566,1841,13376,9292,8832,,5576,5631,363,,,54,,,,1867,,,,0,,,346,74,248,,22045,176,3355,195,400,168,397,538,346,187,197,3965,,27,91,135,,,,,2815,253,9337,,,3774,,,,,,794,57,281,,148,,17,225,9.825555556,469.2397222,211.7016667,385.7369444,,509.0672222,247.22,161.8766667,71.8875,150.8286111,646.3116667,46.80833333,3.3,738.9958333,558.5547222,,0,,,,219.3344444,277.4902778,,131.4187231,143.2369444,527.0630556,364.6147222,361.7572222,,242.5863889,227.8411111,53.41416667,,,18.11138889,,,,223.9216667,,,,2.214444444,,,38.54472222,15.34333333,31.38916667,,679.5575,29.02611111,298.8,60.08232804,63.28498971,30.44055556,59.25194444,37.16,39.08305556,32.49027778,39.44431004,237.0588889,,8.193333333,38.85583333,18.55583333,,,,,177.4927778,24.44194444,535.31,,,318.4666667,,,,,,98.72138889,10.74277778,59.66333333,,28.74722222,,13.90916667,68.7575,10097.17396
2020,5,22,74,223255,5/25/2020,10587,-0.84,122,3,10.2,2270,4.9,0.0192,0,37,7,14.5,1,0,0,1,,84,12936,3327,10278,,16646,3232,1945,,1542,18241,306,15,15578,14641,,,,,,4228,5178,,2205,2241,16240,10044,10380,,7287,7526,493,,,71,,,,2222,,,,20,,,304,236,199,,23128,,4219,155,495,110,333,300,397,194,292,4279,,43,169,283,,,,,2328,297,12175,,,4314,,,,,,1009,49,340,,189,,89,423,12.61361111,446.9588889,203.4027778,365.7741667,,578.8675,250.9527778,106.6808333,,142.4555556,710.3675,47.30361111,4.175,684.4225,512.215,,,,,,202.505,307.8366667,,134.9933333,156.2905556,540.5247222,343.1313889,342.1894444,,296.6258333,278.6502778,61.23361111,,,12.8025,,,,227.3772222,,,,2.980555556,,,33.7525,29.95027778,27.43861111,,619.7783333,,321.4725,42.51630556,59.1825,21.16277778,47.65972222,37.65305556,52.2825,23.15388889,26,220.4438889,,10.745,56.42555556,24.42944444,,,,,120.4927778,18.52694444,551.5438889,,,347.1041667,,,,,,106.5786111,12.50138889,74.62472222,,30.53527778,,32.84638889,73.67166667,9995.803528
2020,6,23,75,216442,6/1/2020,10587,-0.77,126,3,11.4,2398,4.5,0.0192,0,32,5,12.71428571,0.1,0,0,1,,48,11168,2950,9864,,15941,3088,1853,,1367,17916,350,0,15435,14298,,,,,,4337,5273,,2299,2375,15796,9490,9534,,6779,7154,505,,,117,,,,2325,,,,9,,,306,289,266,,23505,,3621,159,440,100,531,421,632,217,238,4437,,53,206,389,,,,,2490,314,11092,,,4381,,,,,,854,68,379,,228,,98,457,11.95083333,452.7161111,201.6461111,359.6111111,,583.9952778,249.2152778,108.8261111,,145.6752778,718.1758333,44.03555556,3.66,687.4480556,516.3855556,,,,,,210.5347222,300.7502778,,144.6991667,156.6786111,543.6713889,345.6969444,347.2944444,,290.2975,280.3138889,62.49944444,,,13.69638889,,,,226.1469444,,,,1.619444444,,,35.29027778,30.00888889,26.69861111,,620.7686111,,311.6886111,45.94157706,57.46583333,20.66166667,61.40388889,43.09527778,47.58277778,22.165,27.91409144,219.1891667,,9.501944444,49.86083333,24.21833333,,,,,123.5133333,18.66027778,547.7877778,,,349.7491667,,,,,,104.7069444,13.03277778,73.83805556,,33.43833333,,30.38638889,73.14055556,10028.94928
2020,6,24,76,224274,6/8/2020,10587,-0.76,127,3,11.4,2398,4.5,0.0192,0,16,4,14.04285714,2.528571429,0,0,1,,55,11356,2931,10162,,17369,3382,1677,,1437,18010,306,0,16450,14784,,,,,,4450,5384,,2070,2352,16418,9107,9402,,7487,7725,555,,,58,,,,2286,,,,0,,,343,218,299,,25067,,4042,99,440,120,400,528,501,118,272,5069,,63,142,362,,,,,2399,252,11533,,,4708,,,,,,913,84,305,,214,,123,447,11.47333333,449.2311111,202.5713889,358.32,,571.1133333,252.5116667,109.3144444,,147.7780556,715.8825,47.07638889,0,698.1480556,522.6677778,,,,,,206.7544444,303.4216667,,133.0158333,156.4213889,547.3336111,354.3169444,350.2833333,,295.1208333,281.3772222,60.57555556,,,14.39555556,,,,226.9655556,,,,1.544444444,,,37.82277778,28.88555556,26.81777778,,633.4833333,,316.13,38.24257246,58.4987234,21.56666667,64.05527778,42.8375,47.19444444,27.34027778,28.88836806,222.3152778,,10.64222222,49.39333333,19.55166667,,,,,114.4444444,17.90388889,546.3425,,,346.9761111,,,,,,108.0741667,14.62166667,72.38666667,,32.97777778,,33.12166667,73.93888889,10052.068
2020,6,25,77,236710,6/15/2020,10587,-0.68,128,3,11.4,2398,4.5,0.0192,0,13,4,15.58571429,0.385714286,0,0,1,,70,12893,3081,10602,,18244,3228,2110,,1449,18910,347,0,16768,15132,,,,,,4612,5677,,2367,2748,17355,9224,9801,,7501,8114,454,,,82,,,,2382,,,,0,,,370,270,275,,26310,,4142,223,517,125,423,548,509,173,320,4534,,69,323,308,,,,,2738,252,13717,,,4959,,,,,,1036,66,385,,280,,127,560,12.44972222,454.8908333,198.3333333,355.4469444,,586.2508333,256.0519444,109.7630556,,142.5325,724.0941667,48.9,0,682.1213889,512.8197222,,,,,,204.9191667,308.9333333,,144.8413889,157.6052778,546.6763889,357.2105556,357.6288889,,289.3333333,280.2822222,64.28222222,,,12.65611111,,,,228.4530556,,,,0,,,35.20694444,28.79416667,27.22194444,,618.9266667,,316.5622222,40.12494681,58.9075,20.76222222,59.43666667,44.52833333,45.04972222,23.3125,28.88055556,218.4447222,,10.79305556,56.16805556,17.69527778,,,,,117.6433333,18.74194444,549.5794444,,,344.2866667,,,,,,106.3438889,14.03027778,73.08694444,,33.04694444,,31.81,73.50277778,10049.36411
2020,6,26,78,251622,6/22/2020,10587,-0.67,129,3,11.4,2398,4.5,0.0192,0,14,6,16.94285714,0.342857143,0,0,1,,40,14187,3252,11205,,19340,3570,2162,,1516,19722,359,60,17984,15813,,,,,,4938,5884,,2485,2834,17569,10094,10138,,8079,8654,543,,,85,,,,2701,,,,0,,,443,273,299,,28417,,4226,232,518,100,442,517,377,157,318,5036,,77,358,379,,,,,3426,257,14719,,,5414,,,,,,1108,97,363,,225,,104,526,12.34,453.7625,199.4127778,363.5858333,,594.2944444,259.0886111,109.5408333,,144.1552778,722.9241667,45.3175,4.2,702.0722222,518.6472222,,,,,,206.7313889,312.5725,,145.9427778,156.86,547.6436111,360.8661111,355.1880556,,289.6680556,276.0258333,64.89388889,,,14.33027778,,,,230.3413889,,,,0,,,37.67722222,30.58333333,26.25805556,,629.4741667,,311.4072222,40.60388889,58.20223404,21.85,61.7675,41.7175,46.51888889,22.34722222,29.53098958,219.9925,,10.85194444,49.71694444,29.81583333,,,,,122.8286111,17.98777778,550.4947222,,,344.8286111,,,,,,108.4013889,13.49055556,73.0825,,33.52555556,,30.69861111,71.83277778,10125.89183
2020,6,27,79,214570,6/29/2020,10587,-0.7,129,2,11.4,2398,4.5,0.0192,0,18,5,14.94285714,0.557142857,0,1,0,,50,12138,2809,9723,,17043,3148,1789,,1239,16929,352,0,15343,13436,,,,,,3999,5034,,2200,2287,15114,8947,8479,,7260,6983,398,,,17,,,,2126,,,,0,,,268,157,262,,24468,,3751,158,334,85,363,391,432,220,142,4176,,17,70,348,,,,,3054,348,12046,,,4579,,,,,,898,49,344,,203,,110,454,10.99277778,392.2113889,170.8788889,302.1761111,,502.4108333,217.1661111,90.72166667,,118.8013889,613.5205556,38.60305556,0,599.5647222,443.3736111,,,,,,171.4486111,262.4422222,,120.5811111,133.8063889,466.5733333,302.7363889,300.0038889,,248.99,237.6813889,51.19333333,,,11.69972222,,,,189.9416667,,,,0,,,25.83277778,22.64111111,21.37805556,,543.8541667,,270.8541667,36.53554688,50.25140625,17.84722222,48.92361111,37.62222222,33.75027778,19.40388889,25.29881076,181.5247222,,7.907222222,41.93,20.73555556,,,,,103.8816667,15.0975,469.1780556,,,298.77,,,,,,89.71527778,11.6,59.94805556,,28.09138889,,27.675,60.93777778,8568.704653
2020,7,28,80,253400,7/6/2020,10587,-0.63,128,2,11.7,2461,4.1,0.0192,0,16,4,15.7,0.557142857,0,1,0,,90,13739,3311,10965,,21239,3676,2220,,1561,19639,383,30,18085,16311,,,,,,4988,6016,,2522,2802,18205,10267,10225,,8008,8762,644,,,42,,,,2649,,,,0,,,338,230,282,,26926,,4526,141,610,168,520,454,370,304,291,5124,,73,212,448,,,,,3179,337,14451,,,5325,,,,,,1133,80,508,,219,,168,604,13.83805556,457.9047222,196.5,364.5197222,,591.9583333,253.875,106.895,,145.3147222,717.1486111,46.86388889,2.918333333,702.0702778,517.4858333,,,,,,211.6019444,311.0222222,,145.7613889,162.5625,548.195,356.3913889,355.7888889,,292.8277778,276.4697222,58.97472222,,,11.52527778,,,,229.1358333,,,,0,,,35.3575,28.61111111,25.61,,613.9247222,,326.8777778,50.07248611,58.77542553,20.53194444,64.8175,40.49416667,46.51777778,22.39388889,28.85809693,219.5605556,,10.92277778,50.04972222,26.13416667,,,,,121.6613889,18.52305556,555.6388889,,,350.5666667,,,,,,108.2411111,13.4125,72.73,,32.57391473,,29.89861111,71.31666667,10121.62159
2020,7,29,81,267106,7/13/2020,10587,-0.58,127,2,11.7,2461,4.1,0.0192,0,14,5,17.37142857,0,0,1,0,,74,13826,3455,11751,,20475,3856,2222,,1583,20525,455,25,18446,16439,,,,,,5381,5963,,2564,2835,19016,11628,11633,,8598,9298,579,,,82,,,,3255,,,,0,,,431,249,362,,29091,,4715,293,584,194,724,945,568,224,279,5418,,76,172,517,,,,,3484,395,15892,,,5889,,,,,,1139,78,467,,207,,169,580,13.10027778,456.0777778,198.8097222,358.3397222,,588.8777778,255.3069444,106.7572222,,140.6858333,717.4002778,46.68861111,3.241666667,691.5630556,519.3725,,,,,,203.9277778,312.1819444,,143.7547222,158.5544444,551.7669444,361.2236111,361.1019444,,294.3141667,283.7041667,59.86555556,,,14.06222222,,,,232.1263889,,,,2.05,,,36.76138889,28.84027778,27.74444444,,626.5711111,,318.1011111,46.23993961,57.38265957,21.26,61.43277778,46.08555556,47.28388889,26.57305556,27.88974586,226.9072222,,10.07166667,47.45138889,26.22444444,,,,,126.4611111,19.41694444,553.4058333,,,353.0463889,,,,,,107.9672222,12.09555556,70.93305556,,33.29713178,,31.01194444,73.25888889,10138.57003
2020,7,30,82,268080,7/20/2020,10587,-0.61,127,2,11.7,2461,4.1,0.0192,0,16,4,18.45714286,0,0,1,0,,76,14544,3322,11410,,20862,3760,2293,,1610,20606,372,0,18810,16578,,,,,,5188,6480,,2495,3301,18669,11383,11078,,8786,9203,575,,,54,,,,2891,,,,0,,,420,350,405,,30168,,4699,203,740,138,730,619,600,135,340,5717,,63,168,492,,,,,3310,347,15301,,,6146,,,,,,1059,60,519,,208,,130,667,11.91305556,458.9813889,202.2991667,361.3655556,,589.9211111,266.0527778,107.4111111,,140.8602778,720.2433333,43.63194444,3.120833333,694.1122222,519.2547222,,,,,,205.8563889,313.0594444,,134.2186111,161.5613889,548.8480556,365.1383333,357.7202778,,292.2419444,280.1955556,61.07416667,,,12.51222222,,,,228.1972222,,,,1.808333333,,,38.57805556,31.11138889,26.54083333,,635.0083333,,316.1863889,46.83702719,58.38388889,21.21555556,65.92611111,42.92583333,47.20888889,22.17111111,28.18916667,229.1108333,,11.35138889,44.2625,29.84805556,,,,,125.9116667,19.02805556,552.2847222,,,350.4927778,,,,,,106.0830556,12.37638889,74.22,,33.26583333,,29.67055556,78.79527778,10158.58314
2020,7,31,83,268435,7/27/2020,10587,-0.56,126,2,11.7,2461,4.1,0.0192,0,11,3,19.77142857,0,0,1,0,,83,13938,3436,11939,,21003,3841,2236,,1613,20102,381,0,18877,16737,,,,,,5291,6186,,2686,3085,18420,11358,12007,,8590,9605,567,,,76,,,,2855,,,,0,,,409,366,334,,29833,,4586,210,576,149,708,493,426,214,311,5333,,52,153,399,,,,,4199,264,15966,,,5906,,,,,,1144,41,483,,240,,136,592,12.32777778,448.9158333,201.9027778,360.6175,,596.5747222,256.4888889,105.7730556,,144.5597222,718.6341667,44.32111111,3.91,698.6580556,515.5691667,,,,,,206.1902778,307.9188889,,146.3905556,158.1147222,554.0013889,354.0869444,355.8255556,,290.7022222,279.6147222,62.44916667,,,13.33111111,,,,224.9144444,,,,1.036111111,,,33.94388889,32.20916667,25.66361111,,632.6138889,,312.5505556,45.92244624,58.08957447,20.48611111,74.55083333,43.16444444,45.19333333,24.92861111,28.31654846,221.8330556,,10.93722222,48.34194444,26.07138889,,,,,123.4688889,19.34444444,550.8272222,,,346.8458333,,,,,,106.7230556,12.55,72.62388889,,33.21027778,,31.59638889,75.92111111,10120.75662
2020,8,32,84,232631,8/3/2020,10587,-0.56,125,2,11,2462,3.8,0.0192,0,5,2,17.78571429,1.014285714,0,1,0,,60,12718,2762,10128,,17499,3516,1955,,1321,17281,357,67,16311,15013,,,,,,4685,5496,,2077,2553,15742,10710,10093,,7768,8166,514,,,54,,,,2330,,,,0,,,283,264,343,,25767,,3887,199,602,111,441,460,392,210,312,4566,,59,150,381,,,,,3261,296,14036,,,5222,,,,,,935,39,361,,206,,138,534,9.854722222,386.6780556,168.4747222,307.8355556,,496.6605556,213.3408333,91.66805556,,123.5080556,610.6866667,38.58555556,4.125,591.4663889,441.4186111,,,,,,174.2802778,267.3791667,,119.7697222,134.74,473.1861111,300.0616667,292.0677778,,254.3819444,239.0013889,51.46277778,,,11.39722222,,,,182.4130556,,,,0,,,28.91,24.72083333,21.55611111,,541.355,,263.2286111,36.21444444,49.91222222,16.36611111,52.25416667,35.40722222,37.20527778,23.30916667,24.88777778,183.8444444,,8.308055556,37.63444444,20.58916667,,,,,105.2191667,15.69472222,478.2019444,,,290.2558333,,,,,,90.37055556,10.90666667,60.26166667,,26.6425,,25.55583333,63.62583333,8556.881667
2020,8,33,85,273211,8/10/2020,10587,-0.56,125,2,11,2462,3.8,0.0192,0,9,3,16.9,0,0,1,0,,68,14599,3582,12302,,20636,4191,2304,,1550,20235,450,50,19043,17090,,,,,,5824,6486,,2725,3071,19024,11851,11891,,9109,9590,548,,,44,,,,3055,,,,0,,,406,296,396,,30535,,4555,194,821,160,424,539,540,254,389,5591,,64,253,560,,,,,3317,240,15910,,,5884,,,,,,973,89,447,,261,,165,630,12.09055556,458.4155556,201.9263889,363.2905556,,587.7861111,257.4772222,106.9358333,,145.0966667,730.5575,44.07222222,4.106666667,696.7733333,520.1705556,,,,,,212.2972222,313.0208333,,146.3236111,158.9691667,552.5561111,348.7130556,346.2086111,,291.6188889,282.8044444,63.94666667,,,12.72027778,,,,228.4366667,,,,0,,,35.67472222,28.20111111,28.88888889,,650.2827778,,317.5386111,44.14777778,58.61916667,20.1,61.35222222,45.34416667,44.48055556,27.125,29.45444444,216.1825,,11.45944444,47.87111111,25.12111111,,,,,124.2355556,14.12861111,550.0741667,,,348.5083333,,,,,,106.3080556,14.05277778,70.0375,,34.58,,30.78111111,69.09777778,10139.96222
2020,8,34,86,265970,8/17/2020,10587,-0.57,124,2,11,2462,3.8,0.0192,0,4,3,17.68571429,1.114285714,0,1,0,,72,14271,3355,11861,,19877,4000,2237,,1445,19705,389,29,18450,16275,,,,,,5505,6156,,2726,3302,18583,11482,11706,,8681,9359,531,,,38,,,,2773,,,,0,,,373,319,416,,29680,,4286,150,645,131,508,496,465,174,336,5572,,46,114,528,,,,,4414,375,15693,,,6008,,,,,,1061,91,387,,191,,140,563,12.40333333,459.6366667,198.1422222,363.0769444,,592.4163889,253.2216667,107.6130556,,146.0125,726.6791667,44.07083333,3.5,694.43,510.3169444,,,,,,210.8027778,311.9211111,,145.9194444,163.3641667,544.7230556,352.62,352.445,,298.6255556,286.0361111,62.08472222,,,13.24944444,,,,232.5341667,,,,0,,,34.33527778,28.34972222,28.135,,645.6522222,,307.7330556,43.62946217,56.21611111,19.07583333,60.68666667,45.45111111,43.25833333,23.47888889,28.12611111,222.6252778,,10.26805556,49.12222222,25.54638889,,,,,129.8227778,19.02277778,556.0066667,,,348.8319444,,,,,,107.3730556,12.93722222,71.21583333,,32.73888889,,30.73194444,75.07138889,10141.28752
2020,8,35,87,271070,8/24/2020,10587,-0.51,124,2,11,2462,3.8,0.0192,0,18,5,15.48571429,0.142857143,0,1,0,,98,14474,3761,12007,,20533,3914,2265,,1554,20393,428,30,19326,17038,,,,,,5383,6163,,2544,3273,19319,11583,11518,,8821,9081,612,,,60,,,,2964,,,,0,,,356,314,466,,29796,,4052,220,671,153,476,493,481,212,300,5645,,77,125,578,,,,,3873,411,17127,,,5511,,,,,,1134,45,388,,240,,198,586,12.29333333,455.3505556,201.0447222,366.9602778,,589.8744444,245.6741667,109.8547222,,142.0775,723.9136111,44.62194444,3.235,697.6641667,515.6627778,,,,,,211.4897222,312.9963889,,141.9905556,163.0480556,564.8216667,353.4930556,349.6694444,,295.6372222,291.2713889,64.62027778,,,13.06416667,,,,228.4305556,,,,1.588888889,,,36.25222222,29.85861111,29.46611111,,646.1861111,,315.0627778,45.32694444,57.75111111,20.6,60.44194444,47.46138889,48.5825,26.10916667,33.61444444,220.8475,,10.31805556,47.05111111,26.49833333,,,,,130.6058333,19.24555556,563.3319444,,,345.3102778,,,,,,107.5055556,13.62305556,71.92555556,,33.08388889,,31.265,71.47138889,10189.145
2020,8,36,88,276821,8/31/2020,10587,-0.45,123,2,11,2462,3.8,0.0192,0,28,10,16.58571429,0,0,1,0,,104,14660,3446,12636,,20817,4200,2429,,1627,20787,490,24,19579,17197,,,,,,5651,6296,,2639,3197,20234,11991,12588,,8767,9407,549,,,77,,,,3085,,,,16,,,360,341,376,,29842,,4349,205,602,156,436,519,451,214,289,5859,,62,191,560,,,,,4103,305,16492,,,5994,,,,,,1065,31,449,,214,,132,731,12.30416667,456.5669444,201.2472222,369.2902778,,590.8063889,262.0786111,109.2238889,,141.7647222,727.7833333,46.11555556,4.596111111,694.1619444,512.4686111,,,,,,205.3625,312.6586111,,145.6688889,157.3941667,560.1211111,353.9075,354.2344444,,296.8519444,286.2452778,59.70527778,,,14.00166667,,,,231.6938889,,,,1.411111111,,,33.53388889,26.67777778,27.78111111,,631.5083333,,317.445,44.60472222,57.27555556,20.49194444,64.22083333,47.6725,45.94083333,26.69888889,27.77,220.7227778,,10.78055556,53.1625,26.80277778,,,,,129.5105556,18.42805556,557.07,,,346.9858333,,,,,,104.2497222,14.60916667,72.44583333,,33.1825,,32.165,75.81527778,10175.21611
2020,9,37,89,241726,9/7/2020,12049.2,-0.5,123,1,9.6,2626,4.2,0.0192,0,31,12,17.07142857,0,1,0,0,,67,11922,2868,11482,,18132,3603,2940,818,1415,16333,497,77,17753,15519,,28,,,,4998,5661,,2066,2696,18841,10827,10374,,7555,8097,431,,,141,,,,3175,,,,0,,,402,231,174,,25539,264,3570,272,448,149,333,409,391,235,249,5243,,40,141,347,,,,,4810,477,12515,,,5036,,,,,,897,39,391,,184,,120,504,9.508333333,426.8091667,194.2188889,356.4705556,,507.6786111,222.0666667,169.1097222,78.04722222,139.2041667,628.5552778,38.43583333,3.513333333,659.6636111,509.2844444,,3.263333333,,,,197.1236111,297.8125,,132.9098567,143.9127778,508.7019444,318.9108333,313.7430556,,252.2291667,243.1955556,49.68027778,,,16.05027778,,,,246.5141667,,,,2.218333333,,,45.67277778,23.6775,24.20222222,,641.8483333,25.69277778,297.6802778,58.08416667,56.87861111,28.96638889,53.61401709,41.97784173,35.9625,29.68277778,32.275,232.8963889,,8.687777778,40.27055556,23.15,,,,,167.37,27.31611111,460.7769444,,,297.8005556,,,,,,92.85611111,11.30416667,61.98833333,,28.35805556,,24.77944444,59.85833333,9602.459493
2020,9,38,90,309796,9/14/2020,12049.2,-0.6,123,1,9.6,2626,4.2,0.0192,0,58,16,15.98571429,0.957142857,1,0,0,,88,15123,3523,15021,,24444,5247,3712,1264,1656,20692,608,45,23490,19935,,87,,,,6120,7710,,2933,3557,24731,13463,12867,,8705,9600,542,,,647,,,,5113,,,,10,,,645,298,300,,31590,656,4957,337,606,358,461,550,582,349,407,6738,,46,166,373,,,,,4922,576,14485,,,6653,,,,,,1208,93,492,,247,,139,629,13.28055556,513.4511111,229.0577778,421.0138889,,614.6308333,262.0019444,199.7230556,100.0358333,161.9994444,752.2786111,45.08333333,4.092222222,786.1705556,595.2627778,,3.952222222,,,,239.4769444,353.215,,155.2327778,171.0458333,599.2772222,380.0233333,375.3969444,,301.9105556,295.0152778,59.51138889,,,20.20916667,,,,304.0975,,,,4.138888889,,,52.97333333,30.89305556,26.23611111,,759.6094444,32.045,349.6483333,67.04166667,67.73861111,37.45638889,61.97611111,48.0325,42.44333333,34.37194444,39.64916667,288.1530556,,11.48166667,47.3475,28.62222222,,,,,190.5405556,32.13583333,536.8194444,,,359.6305556,,,,,,107.3877778,13.38111111,76.39916667,,32.50861111,,30.93194444,68.77388889,11434.81333
2020,9,39,91,307441,9/21/2020,12049.2,-0.58,123,1,9.6,2626,4.2,0.0192,0,60,21,13.42857143,6.685714286,1,0,0,,87,15143,3527,14307,,24393,5226,4171,1446,1761,20684,580,40,22906,19382,,85,,,,6156,7804,,2934,3528,24769,13626,13637,,9131,9557,575,,,690,,,,5122,,,,20,,,782,318,305,,30511,615,4819,323,585,328,485,510,571,356,363,6505,,46,161,290,,,,,5051,580,14116,,,6208,,,,,,838,94,410,,255,,154,575,12.80888889,511.6588889,224.255,433.3041667,,616.2119444,265.3897222,203.9647222,99.74388889,159.9805556,750.9586111,45.23444444,3.914444444,791.1180556,602.2255556,,4.112222222,,,,244.5869444,358.4663889,,156.7019444,172.2333333,604.765,378.7077778,378.4255556,,300.2830556,292.9352778,60.11638889,,,23.05472222,,,,308.5297222,,,,2.863888889,,,52.3575,28.88027778,29.45055556,,763.9991667,31.75361111,349.0538889,68.66055556,68.37083333,37.48333333,63.89777778,48.35888889,43.42777778,36.88972222,39.21277778,283.9894444,,10.98,47.32305556,26.39333333,,,,,198.4897222,33.24666667,541.9605556,,,360.9947222,,,,,,105.1332916,13.80916667,75.72444444,,33.47916667,,31.85277778,75.01055556,11506.73468
2020,9,40,92,308462,9/28/2020,12049.2,-0.48,123,1,9.6,2626,4.2,0.0192,0,69,22,14.85714286,0,1,0,0,,79,15278,3549,14237,,24522,5205,4054,1401,1810,20737,579,9,23266,19392,,82,,,,6013,7239,,2910,3804,24284,13293,13313,,8562,10137,696,,,511,,,,5052,,,,8,,,679,361,340,,31436,703,5033,345,616,289,502,563,542,347,380,6602,,52,133,420,,,,,5462,624,13909,,,6494,,,,,,1148,83,481,,219,,147,530,13.09472222,512.7394444,228.9594444,431.6497222,,616.5311111,265.2686111,206.4161111,101.1663889,160.5166667,760.1561111,44.24138889,3.751,790.6461111,600.5827778,,4.538888889,,,,242.1425,356.6711111,,156.0536662,178.6397222,608.8122222,379.8122222,376.0555556,,301.3516667,295.6011111,61.19194444,,,21.05888889,,,,312.1833333,,,,2.495833333,,,53.73027778,28.76361111,27.51166667,,766.3691667,32.66833333,352.9113889,66.46,69.23416667,38.10083333,64.78,47.93444444,41.92611111,36.06222222,39.11027778,292.7836111,,10.87583333,48.26166667,28.83638889,,,,,198.7691667,29.705,541.6066667,,,357.6975,,,,,,110.0155556,12.92333333,76.335,,33.40083333,,31.80611111,70.91,11541.81744
